geneNames	start	end	chr	entrezgene
ENSG00000186153	WWOX	78133310	79246564	16	51741
ENSG00000260969	RP11-190D6.2	78271259	78275115	16	NA
ENSG00000260816	RP11-319G9.3	78931062	78933541	16	NA
ENSG00000261472	RP11-467I17.1	79539500	79550190	16	NA
ENSG00000178573	MAF	79619740	79634611	16	4094
ENSG00000260876	RP11-345M22.1	79710005	79841819	16	101928248
ENSG00000261390	RP11-345M22.2	79750622	79804460	16	102467146
ENSG00000259867	RP11-525K10.3	80188950	80597032	16	102724084
ENSG00000168589	DYNLRB2	80574631	80584657	16	83657
ENSG00000260183	RP11-109P11.1	80581739	80586411	16	NA
ENSG00000260737	RP11-18F14.1	80600691	80606705	16	101928276
ENSG00000166446	CDYL2	80631803	80838226	16	124359
ENSG00000260896	RP11-314O13.1	80862632	80926492	16	100996425
ENSG00000103121	CMC2	81009698	81053875	16	56942
ENSG00000166451	CENPN	81040103	81066719	16	55839
ENSG00000260213	RP11-303E16.3	81050397	81069364	16	107984858
ENSG00000261061	RP11-303E16.2	81064375	81065090	16	NA
ENSG00000166454	ATMIN	81069452	81080963	16	23300
ENSG00000166455	C16orf46	81087102	81110872	16	123775
ENSG00000260643	RP11-303E16.8	81087270	81121256	16	NA
ENSG00000261141	RP11-303E16.5	81088906	81090031	16	NA
ENSG00000245059	RP11-303E16.7	81110924	81112466	16	NA
ENSG00000140905	GCSH	81115566	81130008	16	2653
ENSG00000166473	PKD1L2	81134480	81253975	16	114780
ENSG00000135697	BCMO1	81272053	81324747	16	53630
ENSG00000260495	RP11-55K13.1	81344336	81347028	16	NA
ENSG00000261609	GAN	81348557	81424489	16	8139
ENSG00000153815	CMIP	81478775	81745367	16	80790
ENSG00000261218	RP11-960L18.1	81771853	81801311	16	105369213
ENSG00000197943	PLCG2	81772702	81991899	16	5336
ENSG00000184860	SDR42E1	82031221	82045093	16	93517
ENSG00000086696	HSD17B2	82068609	82132139	16	3294
ENSG00000261235	RP11-510J16.5	82077941	82173236	16	105371363
ENSG00000135698	MPHOSPH6	82181403	82203831	16	10200
ENSG00000261176	RP11-2L4.1	82587654	82608815	16	NA
ENSG00000140945	CDH13	82660408	83830204	16	1012
ENSG00000261410	RP11-543N12.1	83416612	83431775	16	NA
ENSG00000260788	RP11-298D21.1	83754724	83806541	16	NA
ENSG00000259914	RP11-298D21.2	83759281	83759982	16	NA
ENSG00000260228	RP11-483P21.2	83823572	83841439	16	102724163
ENSG00000260523	RP11-483P21.3	83831266	83834245	16	NA
ENSG00000230989	HSBP1	83841448	83853342	16	3281
ENSG00000103150	MLYCD	83932731	83949787	16	23417
ENSG00000260932	RP11-483P21.6	83963401	83964828	16	NA
ENSG00000260300	RP11-505K9.4	83941738	83985058	16	NA
ENSG00000140961	OSGIN1	83981887	83999937	16	29948
ENSG00000103154	NECAB2	84002237	84036381	16	54550
ENSG00000166558	SLC38A8	84043272	84076241	16	146167
ENSG00000140943	MBTPS1	84087368	84150511	16	8720
ENSG00000260018	RP11-505K9.1	84150656	84151176	16	NA
ENSG00000103160	HSDL1	84155886	84178797	16	83693
ENSG00000154099	DNAAF1	84178865	84212373	16	123872
ENSG00000103168	TAF1C	84211458	84220669	16	9013
ENSG00000140955	ADAD2	84224744	84230774	16	161931
ENSG00000250685	RP11-486L19.2	84226164	84230659	16	NA
ENSG00000168418	KCNG4	84255823	84273356	16	93107
ENSG00000103175	WFDC1	84328252	84363450	16	58189
ENSG00000064270	ATP2C2	84402133	84497793	16	9914
ENSG00000261286	RP11-517C16.2	84492865	84500967	16	105371374
ENSG00000140950	TLDC1	84511681	84587639	16	57707
ENSG00000261243	RP11-517C16.4	84529205	84531101	16	NA
ENSG00000103187	COTL1	84599200	84651683	16	23406
ENSG00000261471	RP11-61F12.1	84627999	84630432	16	NA
ENSG00000135686	KLHL36	84682131	84701292	16	79786
ENSG00000103194	USP10	84733584	84813528	16	9100
ENSG00000103196	CRISPLD2	84853590	84954374	16	83716
ENSG00000260340	RP11-254F19.3	84961959	84973209	16	105371379
ENSG00000153786	ZDHHC7	85007787	85045141	16	55625
ENSG00000135709	KIAA0513	85061375	85127836	16	9764
ENSG00000153789	FAM92B	85131965	85146114	16	339145
ENSG00000262601	CTC-786C10.1	85204882	85218969	16	NA
ENSG00000179219	LINC00311	85316564	85319569	16	NA
ENSG00000261567	RP11-680G10.1	85391069	85393055	16	NA
ENSG00000131149	GSE1	85645015	85709810	16	23199
ENSG00000263968	RN7SL381P	85692984	85693279	16	NA
ENSG00000131153	GINS2	85709804	85723679	16	51659
ENSG00000154102	C16orf74	85723690	85784735	16	404550
ENSG00000131148	EMC8	85805364	85833214	16	10328
ENSG00000270184	RP11-568J23.5	85817988	85821223	16	NA
ENSG00000270159	RP11-568J23.6	85826021	85826539	16	101928557
ENSG00000131143	COX4I1	85832239	85840650	16	1327
ENSG00000140968	IRF8	85932409	85956215	16	3394
ENSG00000268804	RP11-542M13.3	85968887	85969829	16	NA
ENSG00000269667	RP11-542M13.2	86015356	86018329	16	NA
ENSG00000261177	RP11-805I24.1	86115015	86123132	16	NA
ENSG00000268078	RP11-805I24.4	86191812	86192404	16	NA
ENSG00000269186	LINC01082	86229787	86233326	16	100506542
ENSG00000270058	RP11-514D23.3	86255029	86256335	16	NA
ENSG00000268754	LINC01081	86259186	86309351	16	NA
ENSG00000268532	RP11-514D23.1	86320033	86326995	16	146513
ENSG00000168367	LINC00917	86365450	86383289	16	732275
ENSG00000269826	RP11-158I3.3	86380993	86383217	16	NA
ENSG00000268388	FENDRR	86508135	86542705	16	400550
ENSG00000103241	FOXF1	86544133	86548076	16	2294
ENSG00000270020	RP11-463O9.9	86553989	86557503	16	NA
ENSG00000243697	RP11-463O9.1	86559063	86559858	16	NA
ENSG00000103248	MTHFSD	86563782	86588841	16	64779
ENSG00000260944	RP11-463O9.5	86598751	86601367	16	103752587
ENSG00000176692	FOXC2	86600857	86602539	16	2303
ENSG00000176678	FOXL1	86609974	86615303	16	2300
ENSG00000260026	CTD-2015G9.1	86754294	86755560	16	101928614
ENSG00000261175	CTD-2015G9.2	86755697	86771432	16	102724344
ENSG00000232190	RP11-134D3.1	87091390	87097597	16	440390
ENSG00000260456	C16orf95	87117168	87351022	16	100506581
ENSG00000261697	RP11-178L8.5	87296365	87326044	16	101928682
ENSG00000270006	RP11-178L8.7	87351115	87351643	16	101928659
ENSG00000103264	FBXO31	87360593	87425748	16	79791
ENSG00000270082	RP11-178L8.8	87360593	87361190	16	NA
ENSG00000269901	RP11-178L8.9	87396142	87401082	16	NA
ENSG00000140941	MAP1LC3B	87417601	87438385	16	81631
ENSG00000261592	RP11-178L8.3	87430310	87433901	16	NA
ENSG00000140948	ZCCHC14	87439852	87525651	16	23174
ENSG00000260750	RP11-482M8.1	87526161	87549241	16	101928737
ENSG00000269935	RP11-482M8.3	87634132	87635796	16	NA
ENSG00000154118	JPH3	87635441	87731762	16	57338
ENSG00000226180	AC010536.1	87727144	87729753	16	100129215
ENSG00000104731	KLHDC4	87730091	87799598	16	54758
ENSG00000260498	RP4-536B24.4	87807094	87812980	16	NA
ENSG00000103257	SLC7A5	87863629	87903094	16	8140
ENSG00000260466	RP4-536B24.2	87870138	87871269	16	NA
ENSG00000174990	CA5A	87921625	87970135	16	763
ENSG00000172530	BANP	87982850	88110924	16	54971
ENSG00000261193	RP11-863P13.5	88112767	88120989	16	NA
ENSG00000205037	RP11-863P13.4	88121647	88134591	16	400553
ENSG00000225614	ZNF469	88493879	88507165	16	84627
ENSG00000179588	ZFPM1	88519725	88603424	16	161882
ENSG00000261744	RP11-21B21.4	88579368	88597461	16	NA
ENSG00000158545	ZC3H18	88636789	88698374	16	124245
ENSG00000124391	IL17C	88704999	88706881	16	27189
ENSG00000051523	CYBA	88709691	88717560	16	1535
ENSG00000167508	MVD	88718343	88729569	16	4597
ENSG00000260630	SNAI3-AS1	88729706	88753594	16	197187
ENSG00000185669	SNAI3	88744090	88752901	16	333929
ENSG00000158717	RNF166	88762903	88772829	16	115992
ENSG00000259813	RP5-1142A6.5	88762909	88765018	16	NA
ENSG00000174177	CTU2	88772871	88781794	16	348180
ENSG00000103335	PIEZO1	88781751	88851619	16	9780
ENSG00000260121	RP5-1142A6.9	88785023	88786867	16	NA
ENSG00000224888	RP5-1142A6.2	88797588	88807826	16	100289580
ENSG00000260617	RP5-1142A6.7	88808039	88808775	16	NA
ENSG00000182376	RP5-1142A6.8	88809175	88812156	16	339059
ENSG00000167513	CDT1	88869621	88875666	16	81620
ENSG00000198931	APRT	88875747	88878352	16	353
ENSG00000141012	GALNS	88880142	88923378	16	2588
ENSG00000167515	TRAPPC2L	88922628	88929094	16	51693
ENSG00000205022	PABPN1L	88928034	88933068	16	390748
ENSG00000129993	CBFA2T3	88941266	89043612	16	863
ENSG00000259881	RP11-830F9.5	88947446	88953544	16	101927793
ENSG00000261226	RP11-830F9.7	89003187	89006059	16	NA
ENSG00000205018	RP11-830F9.6	89006197	89017932	16	100129697
ENSG00000256982	CTD-2555A7.2	89112580	89119373	16	NA
ENSG00000176715	ACSF3	89154783	89222254	16	197322
ENSG00000261546	CTD-2555A7.3	89179583	89181687	16	NA
ENSG00000180422	LINC00304	89225554	89230653	16	283860
ENSG00000205015	RP11-46C24.3	89232791	89235555	16	400558
ENSG00000129910	CDH15	89238175	89261900	16	1013
ENSG00000259803	SLC22A31	89262406	89268072	16	146429
ENSG00000259877	RP11-46C24.7	89281638	89284061	16	NA
ENSG00000170100	ZNF778	89284118	89295363	16	197320
ENSG00000260659	RP11-46C24.6	89293215	89295100	16	NA
ENSG00000167522	ANKRD11	89334038	89556969	16	29123
ENSG00000260279	AC137932.5	89363916	89364724	16	105371414
ENSG00000261253	AC137932.6	89387541	89391518	16	100287036
ENSG00000197912	SPG7	89557325	89624176	16	6687
ENSG00000261118	RP11-104N10.1	89558425	89570868	16	101927863
ENSG00000167526	RPL13	89627065	89630950	16	6137
ENSG00000178773	CPNE7	89642176	89663654	16	27132
ENSG00000015413	DPEP1	89679716	89704839	16	1800
ENSG00000131165	CHMP1A	89710839	89724253	16	5119
ENSG00000167523	SPATA33	89724210	89737680	16	124045
ENSG00000185324	CDK10	89747145	89762772	16	8558
ENSG00000260259	RP11-368I7.4	89749028	89752977	16	105371416
ENSG00000158792	SPATA2L	89762751	89768113	16	124044
ENSG00000075399	VPS9D1	89773542	89787394	16	9605
ENSG00000261373	VPS9D1-AS1	89778264	89784573	16	100128881
ENSG00000158805	ZNF276	89786808	89807311	16	92822
ENSG00000187741	FANCA	89803957	89883065	16	2175
ENSG00000204991	SPIRE2	89884587	89937727	16	84501
ENSG00000141002	TCF25	89940000	89977792	16	22980
ENSG00000258839	MC1R	89978527	89987385	16	4157
ENSG00000256390	AC092143.1	89985273	89987375	16	NA
ENSG00000258947	TUBB3	89987800	90005169	16	10381
ENSG00000140995	DEF8	90014333	90034468	16	54849
ENSG00000261317	RP11-566K11.5	90036199	90038952	16	NA
ENSG00000177946	CENPBD1	90036206	90038942	16	92806
ENSG00000223959	AFG3L1P	90038994	90068569	16	172
ENSG00000003249	DBNDD1	90071273	90086536	16	79007
ENSG00000141013	GAS8	90086037	90111383	16	2622
ENSG00000221819	C16orf3	90095316	90096309	16	750
ENSG00000222019	URAHP	90106169	90114181	16	100130015
ENSG00000126856	PRDM7	90122974	90158480	16	11105
ENSG00000261812	TUBB8P7	90159562	90162762	16	NA
ENSG00000260528	FAM157C	90168679	90244752	16	NA
ENSG00000260507	RP11-356C4.3	90171503	90172724	16	NA
ENSG00000261172	RP11-356C4.5	90176982	90234633	16	NA
ENSG00000260923	AC137934.1	90252405	90289086	16	NA
ENSG00000272636	DOC2B	5810	31427	17	8447
ENSG00000273172	AC108004.2	33615	41378	17	NA
ENSG00000181031	RPH3AL	62293	236045	17	9501
ENSG00000262920	RP11-1260E13.1	171183	172244	17	NA
ENSG00000262061	RP11-1260E13.4	180996	183279	17	100506388
ENSG00000262294	RP11-1260E13.2	202429	207372	17	NA
ENSG00000262558	RP11-1260E13.3	204528	206673	17	NA
ENSG00000241525	AC108004.3	254326	263814	17	105371430
ENSG00000187624	C17orf97	260118	273510	17	400566
ENSG00000183688	FAM101B	289769	295730	17	359845
ENSG00000263015	RP5-1029F21.3	406411	414587	17	NA
ENSG00000141252	VPS53	411908	624957	17	55275
ENSG00000262905	RP5-1029F21.2	455806	456657	17	NA
ENSG00000167695	FAM57A	635652	646206	17	79850
ENSG00000179409	GEMIN4	647654	657239	17	50628
ENSG00000231784	DBIL5P	655900	658576	17	100131454
ENSG00000167699	GLOD4	660337	685581	17	51031
ENSG00000171861	RNMTL1	685513	695749	17	55178
ENSG00000167693	NXN	702553	883010	17	64359
ENSG00000262133	RP11-676J12.6	781142	783333	17	NA
ENSG00000262003	RP11-676J12.7	812872	814452	17	101927727
ENSG00000177370	TIMM22	900357	906911	17	29928
ENSG00000159842	ABR	906758	1132315	17	29
ENSG00000205899	BHLHA9	1173853	1174754	17	727857
ENSG00000184811	TUSC5	1182957	1204281	17	286753
ENSG00000108953	YWHAE	1247566	1303672	17	7531
ENSG00000167193	CRK	1323983	1366456	17	1398
ENSG00000197879	MYO1C	1367392	1396106	17	4641
ENSG00000132376	INPP5K	1397865	1420182	17	51763
ENSG00000236618	PITPNA-AS1	1420225	1421390	17	100306951
ENSG00000174238	PITPNA	1421012	1466110	17	5306
ENSG00000167703	SLC43A2	1472561	1532180	17	124935
ENSG00000074660	SCARF1	1537152	1549041	17	8578
ENSG00000167705	RILP	1549444	1553371	17	83547
ENSG00000174231	PRPF8	1553923	1588176	17	10594
ENSG00000185561	TLCD2	1611064	1613732	17	727910
ENSG00000186594	MIR22HG	1614805	1620468	17	84981
ENSG00000167716	WDR81	1619817	1641893	17	124997
ENSG00000262791	RP11-961A15.1	1629042	1641879	17	NA
ENSG00000167711	SERPINF2	1646130	1658562	17	5345
ENSG00000132386	SERPINF1	1665253	1680868	17	5176
ENSG00000186532	SMYD4	1682779	1733928	17	114826
ENSG00000132383	RPA1	1732996	1803376	17	6117
ENSG00000108958	AC016292.3	1761333	1761740	17	NA
ENSG00000185924	RTN4RL1	1837971	1928639	17	146760
ENSG00000262445	CTD-2545H1.2	1898908	1906965	17	NA
ENSG00000262869	CTD-2545H1.1	1923246	1926958	17	NA
ENSG00000108963	DPH1	1933404	1946724	17	1801
ENSG00000262533	RP11-667K14.4	1946194	1946719	17	NA
ENSG00000263050	RP11-667K14.3	1946769	1948262	17	NA
ENSG00000177374	HIC1	1957448	1962981	17	3090
ENSG00000070366	SMG6	1963133	2207065	17	23293
ENSG00000225084	AL450226.2	2135974	2136904	17	101927839
ENSG00000262333	HNRNPA1P16	2210055	2211009	17	NA
ENSG00000167720	SRR	2206677	2228554	17	63826
ENSG00000167721	TSR1	2225797	2240801	17	55720
ENSG00000141258	SGSM2	2240792	2284352	17	9905
ENSG00000263345	RP1-59D14.5	2278355	2282600	17	NA
ENSG00000070444	MNT	2287354	2304412	17	4335
ENSG00000262456	RP1-59D14.1	2288141	2289958	17	NA
ENSG00000127804	METTL16	2308856	2415185	17	79066
ENSG00000262953	EIF4A1P9	2489624	2491160	17	NA
ENSG00000007168	PAFAH1B1	2496504	2588909	17	5048
ENSG00000239884	RN7SL608P	2584242	2584528	17	NA
ENSG00000272770	RP11-74E22.5	2586599	2588382	17	NA
ENSG00000272911	RP11-74E22.6	2591767	2592254	17	NA
ENSG00000132361	CLUH	2592680	2615957	17	23277
ENSG00000262050	RP11-74E22.3	2615603	2616127	17	105371592
ENSG00000261963	RP11-74E22.4	2627714	2652714	17	NA
ENSG00000132359	RAP1GAP2	2680350	2941033	17	23108
ENSG00000262884	CTD-3060P21.1	2865542	2869189	17	101927911
ENSG00000221882	OR3A2	3181193	3182268	17	4995
ENSG00000141255	SPATA22	3343313	3417146	17	84690
ENSG00000108381	ASPA	3375668	3406713	17	443
ENSG00000167723	TRPV3	3413796	3461289	17	162514
ENSG00000040531	CTNS	3539762	3564836	17	1497
ENSG00000262903	RP11-235E17.6	3558915	3561386	17	105371492
ENSG00000240898	RP11-48B14.1	3568514	3568996	17	NA
ENSG00000213977	TAX1BP3	3566196	3571976	17	30851
ENSG00000127774	EMC6	3572109	3572962	17	83460
ENSG00000083454	P2RX5	3575493	3599698	17	5026
ENSG00000083457	ITGAE	3617922	3704537	17	3682
ENSG00000262692	CTD-3195I5.3	3624922	3625782	17	NA
ENSG00000262358	CTD-3195I5.4	3632655	3633787	17	NA
ENSG00000262194	CTD-3195I5.5	3705459	3706676	17	NA
ENSG00000262758	CTD-3195I5.1	3710042	3712148	17	NA
ENSG00000074356	C17orf85	3714460	3749545	17	55421
ENSG00000004660	CAMKK1	3763609	3798185	17	84254
ENSG00000108405	P2RX1	3799886	3819794	17	5023
ENSG00000074370	ATP2A3	3827169	3867736	17	489
ENSG00000074755	ZZEF1	3907739	4046314	17	23140
ENSG00000167740	CYB5D2	4046462	4090605	17	124936
ENSG00000185722	ANKFY1	4067201	4167274	17	51479
ENSG00000263165	RP11-810M2.2	4067204	4068007	17	NA
ENSG00000132388	UBE2G1	4172554	4269923	17	7326
ENSG00000182557	SPNS3	4336983	4391503	17	201305
ENSG00000262823	RP13-580F15.2	4385261	4389648	17	NA
ENSG00000183018	SPNS2	4402133	4442330	17	124976
ENSG00000132382	MYBBP1A	4442192	4458926	17	10514
ENSG00000167741	GGT6	4460222	4464113	17	124975
ENSG00000262921	RP11-141J13.3	4469047	4475055	17	NA
ENSG00000188176	SMTNL2	4487294	4511614	17	342527
ENSG00000261863	RP11-141J13.5	4513744	4520945	17	400568
ENSG00000161905	ALOX15	4534197	4545589	17	246
ENSG00000141456	PELP1	4574679	4607632	17	27043
ENSG00000141480	ARRB2	4613784	4624794	17	409
ENSG00000161920	MED11	4634723	4636905	17	400569
ENSG00000261898	RP11-314A20.5	4635051	4635666	17	NA
ENSG00000161921	CXCL16	4636821	4643217	17	58191
ENSG00000141497	ZMYND15	4643319	4649411	17	84225
ENSG00000142484	TM4SF5	4675179	4686506	17	9032
ENSG00000182853	VMO1	4688580	4689728	17	284013
ENSG00000182327	GLTPD2	4692254	4693685	17	388323
ENSG00000142507	PSMB6	4699439	4701790	17	5694
ENSG00000262165	RP11-81A22.5	4704454	4710308	17	NA
ENSG00000129219	PLD2	4710391	4726729	17	5338
ENSG00000141503	MINK1	4736683	4801356	17	50488
ENSG00000108556	CHRNE	4801069	4806369	17	1145
ENSG00000185245	GP1BA	4835592	4838325	17	2811
ENSG00000108528	SLC25A11	4840425	4843546	17	8402
ENSG00000108523	RNF167	4843303	4848517	17	26001
ENSG00000108518	PFN1	4848947	4852356	17	5216
ENSG00000108515	ENO3	4851387	4860426	17	2027
ENSG00000091640	SPAG7	4862521	4871167	17	9552
ENSG00000108509	CAMTA2	4871287	4890960	17	23125
ENSG00000262429	RP5-1050D4.3	4871290	4872117	17	NA
ENSG00000234203	RP5-1050D4.2	4876146	4877976	17	NA
ENSG00000262227	RP5-1050D4.5	4891001	4891741	17	NA
ENSG00000196388	INCA1	4891425	4900905	17	388324
ENSG00000129250	KIF1C	4901243	4931696	17	10749
ENSG00000227495	AC109333.10	4922509	4923388	17	102724009
ENSG00000132517	SLC52A1	4935895	4955304	17	55065
ENSG00000180787	ZFP3	4981543	4999669	17	124961
ENSG00000167840	ZNF232	5008836	5026411	17	7775
ENSG00000234327	AC012146.7	5014763	5017674	17	101928000
ENSG00000129204	USP6	5019733	5078329	17	9098
ENSG00000262855	RP11-46I8.4	5030035	5030305	17	NA
ENSG00000180626	ZNF594	5082831	5095178	17	84622
ENSG00000261879	RP11-333E1.1	5095379	5151364	17	100130950
ENSG00000161929	SCIMP	5112256	5138155	17	388325
ENSG00000263164	RP11-333E1.2	5143803	5144838	17	NA
ENSG00000029725	RABEP1	5185558	5289129	17	9135
ENSG00000263220	RP11-420A6.2	5267610	5274921	17	NA
ENSG00000108559	NUP88	5264258	5323480	17	4927
ENSG00000129197	RPAIN	5322961	5336196	17	84268
ENSG00000263272	CTC-524C5.2	5328459	5336196	17	NA
ENSG00000108561	C1QBP	5336097	5352150	17	708
ENSG00000005100	DHX33	5344232	5372380	17	56919
ENSG00000072849	DERL2	5374571	5390131	17	51009
ENSG00000167842	MIS12	5389605	5394134	17	79003
ENSG00000091592	NLRP1	5402747	5522744	17	22861
ENSG00000179314	WSCD1	5675554	6027747	17	23302
ENSG00000262231	RP11-960B9.2	6092681	6093861	17	105371508
ENSG00000129221	AIPL1	6297013	6338519	17	23746
ENSG00000129195	FAM64A	6347735	6354789	17	54478
ENSG00000091622	PITPNM3	6354584	6459814	17	83394
ENSG00000198920	KIAA0753	6481468	6544247	17	9851
ENSG00000129235	TXNDC17	6544078	6547861	17	84817
ENSG00000108590	MED31	6546635	6554954	17	51003
ENSG00000212734	C17orf100	6554971	6556791	17	NA
ENSG00000256806	AC004706.1	6555059	6556617	17	388327
ENSG00000261996	CTC-281F24.1	6556783	6558328	17	NA
ENSG00000141485	SLC13A5	6588032	6616886	17	284111
ENSG00000132530	XAF1	6658766	6678966	17	54739
ENSG00000177294	FBXO39	6679542	6700420	17	162517
ENSG00000167858	TEKT1	6692452	6735080	17	83659
ENSG00000262943	ALOX12P2	6757180	6857426	17	245
ENSG00000215067	AC027763.2	6779954	6915668	17	100506713
ENSG00000262503	RP11-530N7.2	6830791	6831510	17	NA
ENSG00000267047	RP11-589P10.7	6888813	6922733	17	NA
ENSG00000262089	RP11-589P10.5	6897961	6898508	17	NA
ENSG00000108839	ALOX12	6899384	6914055	17	239
ENSG00000219200	RNASEK	6915736	6917851	17	440400
ENSG00000258315	C17orf49	6917814	6920844	17	124944
ENSG00000161940	BCL6B	6926339	6933609	17	255877
ENSG00000174327	SLC16A13	6939394	6943440	17	201232
ENSG00000174326	SLC16A11	6944949	6947242	17	162515
ENSG00000132514	CLEC10A	6977856	6983626	17	10462
ENSG00000161944	ASGR2	7004641	7019019	17	433
ENSG00000213876	RPL7AP64	7044249	7044911	17	NA
ENSG00000141505	ASGR1	7076750	7082883	17	432
ENSG00000132535	DLG4	7093209	7123021	17	1742
ENSG00000072778	ACADVL	7120444	7128592	17	37
ENSG00000004975	DVL2	7128660	7137864	17	1856
ENSG00000040633	PHF23	7138347	7143041	17	79142
ENSG00000175826	CTDNEP1	7146910	7155810	17	23399
ENSG00000170291	ELP5	7154735	7163259	17	23587
ENSG00000181885	CLDN7	7163222	7167302	17	1366
ENSG00000181856	SLC2A4	7184986	7191576	17	6517
ENSG00000263342	RP1-4G17.2	7186266	7187390	17	NA
ENSG00000006047	YBX2	7191571	7197934	17	51087
ENSG00000132507	EIF5A	7210318	7215774	17	1984
ENSG00000215041	NEURL4	7218947	7232712	17	84461
ENSG00000072818	ACAP1	7239848	7254797	17	9744
ENSG00000213859	KCTD11	7255208	7258258	17	147040
ENSG00000263171	RP11-542C16.1	7256006	7258263	17	NA
ENSG00000182896	TMEM95	7258442	7260538	17	339168
ENSG00000174292	TNK1	7283853	7293093	17	8711
ENSG00000169992	NLGN2	7308193	7323179	17	57555
ENSG00000262880	RP11-104H15.7	7323422	7347400	17	NA
ENSG00000181323	SPEM1	7323679	7324951	17	374768
ENSG00000184560	C17orf74	7328934	7330887	17	201243
ENSG00000181284	TMEM102	7338762	7340998	17	284114
ENSG00000262624	RP11-104H15.9	7339876	7340842	17	NA
ENSG00000161958	FGF11	7341592	7348256	17	2256
ENSG00000263301	RP11-104H15.8	7342478	7346646	17	NA
ENSG00000170175	CHRNB1	7348380	7361026	17	1140
ENSG00000174282	ZBTB4	7362685	7387582	17	57659
ENSG00000259224	SLC35G6	7384721	7386383	17	643664
ENSG00000181222	POLR2A	7387685	7417933	17	5430
ENSG00000239697	TNFSF12	7452208	7464925	17	8742
ENSG00000161955	TNFSF13	7461609	7464925	17	8741
ENSG00000161956	SENP3	7465192	7475287	17	26168
ENSG00000265500	SENP3-EIF4A1	7466604	7482033	17	NA
ENSG00000161960	EIF4A1	7476024	7482323	17	1973
ENSG00000209582	SNORA48	7478031	7478165	17	652965
ENSG00000238917	SNORD10	7480129	7480270	17	652966
ENSG00000129226	CD68	7482785	7485429	17	968
ENSG00000264772	SNORA67	7476144	7485342	17	NA
ENSG00000233223	AC113189.5	7485282	7487390	17	100996842
ENSG00000129255	MPDU1	7486847	7496107	17	9526
ENSG00000129194	SOX15	7491496	7493488	17	6665
ENSG00000129245	FXR2	7494548	7518189	17	9513
ENSG00000141504	SAT2	7529552	7531194	17	112483
ENSG00000129214	SHBG	7517382	7536700	17	6462
ENSG00000129244	ATP1B2	7549945	7561086	17	482
ENSG00000141510	TP53	7565097	7590856	17	7157
ENSG00000262251	RP11-199F11.2	7588578	7589689	17	NA
ENSG00000141499	WRAP53	7589389	7606820	17	55135
ENSG00000108947	EFNB3	7608520	7614696	17	1949
ENSG00000183914	DNAH2	7620672	7737062	17	146754
ENSG00000132510	KDM6B	7743222	7758114	17	23135
ENSG00000167874	TMEM88	7758383	7759417	17	92162
ENSG00000183011	LSMD1	7760003	7788556	17	84316
ENSG00000182224	CYB5D1	7761064	7765600	17	124637
ENSG00000170004	CHD3	7788124	7816078	17	1107
ENSG00000179859	AC025335.1	7816642	7819271	17	284023
ENSG00000170049	KCNAB3	7825177	7833121	17	9196
ENSG00000170043	TRAPPC1	7833663	7835441	17	58485
ENSG00000170037	CNTROB	7835419	7853236	17	116840
ENSG00000132518	GUCY2D	7905912	7923657	17	3000
ENSG00000179593	ALOX15B	7942335	7952452	17	247
ENSG00000179477	ALOX12B	7975954	7991021	17	242
ENSG00000179148	ALOXE3	7999218	8022365	17	59344
ENSG00000179111	HES7	8023908	8027410	17	84667
ENSG00000179094	PER1	8043790	8059824	17	5187
ENSG00000179029	TMEM107	8076555	8079717	17	84314
ENSG00000196544	C17orf59	8091652	8093564	17	54785
ENSG00000178999	AURKB	8108056	8113918	17	9212
ENSG00000178977	LINC00324	8123960	8127361	17	284029
ENSG00000269928	RP11-849F2.8	8128139	8128798	17	NA
ENSG00000178971	CTC1	8130191	8151362	17	80169
ENSG00000178921	PFAS	8150936	8173809	17	5198
ENSG00000269947	RP11-849F2.9	8181081	8181754	17	NA
ENSG00000125434	SLC25A35	8191081	8198661	17	399512
ENSG00000198844	ARHGEF15	8213559	8225829	17	22899
ENSG00000226871	AC135178.7	8221406	8222030	17	NA
ENSG00000184650	ODF4	8243182	8249364	17	146852
ENSG00000198150	AC135178.1	8261731	8263538	17	NA
ENSG00000265749	RP11-849F2.5	8268881	8284646	17	NA
ENSG00000161970	RPL26	8280838	8286531	17	6154
ENSG00000189051	RNF222	8294022	8301144	17	643904
ENSG00000166579	NDEL1	8316449	8393729	17	81565
ENSG00000133026	MYH10	8377523	8534079	17	4628
ENSG00000270606	RP11-713H12.2	8463789	8464280	17	NA
ENSG00000244604	RP11-713H12.1	8464548	8464894	17	NA
ENSG00000161973	CCDC42	8633252	8648537	17	146849
ENSG00000183318	SPDYE4	8656424	8661877	17	388333
ENSG00000185156	MFSD6L	8700436	8702667	17	162387
ENSG00000174083	PIK3R6	8706041	8770994	17	NA
ENSG00000141506	PIK3R5	8782233	8869029	17	23533
ENSG00000266389	CTB-41I6.1	8869213	8870387	17	NA
ENSG00000265975	CTB-41I6.2	8870840	8880312	17	NA
ENSG00000065320	NTN1	8924859	9147317	17	9423
ENSG00000262966	RP11-85B7.2	9074385	9082435	17	101928266
ENSG00000170310	STX8	9153788	9479908	17	9482
ENSG00000271851	RP11-565F19.2	9456640	9459013	17	NA
ENSG00000166596	WDR16	9479944	9546776	17	146845
ENSG00000154914	USP43	9548015	9633008	17	124739
ENSG00000184544	DHRS7C	9674751	9694614	17	201140
ENSG00000065325	GLP2R	9725523	9795419	17	9340
